account_id,customer_id,account_type,branch_id,account_status,opened_date
39110,47686,Savings,20,Active,2020-01-31
39111,90886,Business,35,Active,2025-02-05
39112,17294,Savings,142,Active,2021-07-17
39113,81368,Cheque,74,ACTIVE,2021-06-10
39114,9075,Cheque,188,Active,2020-06-24
39115,19392,Savings,80,Active,2022-12-30
39116,5268,Cheque,126,Active,2022-12-14
39117,96453,Cheque,194,Active,2020-02-07
39118,86056,Business,246,Active,2021-05-15
39119,19659,Credit,178,Dormant,2015-02-22
39120,21287,Cheque,99,Active,2020-12-06
39121,31236,Savings,162,Active,2025-02-18
39122,97089,Business,166,Active,2021-03-01
39123,52461,Savings,217,Active,2019-12-12
39124,8341,Credit,168,Active,2017-07-08
39125,19132,Savings,154,Active,2017-11-24
39126,66604, CHEQUE ,166,Active,2025-12-01
39127,59627,Cheque,30,Active,2023-12-06
39128,55142,Cheque,31,Active,2022-04-23
39129,8029,Cheque,207,Active,2019-03-25
39130,65046,Savings,75,Active,2017-03-04
39131,34282,Savings,33,Active,2022-04-10
39132,70839,SAVINGS,203,Active,2024-04-26
39133,59313,Business,95,Active,2023-05-30
39134,76644,Cheque,14, Active ,2018-06-25
39135,33759,Cheque,173,Active,2015-05-15
39136,56160,Business,186,Active,2019-09-25
39137,98804,Cheque,167,Active,2020-10-30
39138,33533,Cheque,136,Active,2015-04-17
39139,5546,Credit,31,Active,2021-07-01
39140,74729,Savings,229,Active,2023-08-12
39141,20583,Cheque,10,Active,2022-11-20
39142,81907,Savings,179,Active,2019-10-26
39143,11407,Savings,41,Active,2017-06-04
39144,4067,Savings,118,Active,28 Sep 2015
39145,43528,Savings,27,Active,2018-10-25
39146,3702,Savings,125,Active,18/06/2020
39147,80530,Savings,90,Closed,2018-04-23
39148,99789,Savings,224,Active,2019-06-27
39149,85125,Cheque,169,Active,2015-01-27
39150,20097,Cheque,16,Active,2015-02-02
39151,44515,Savings,230,Active,2018-04-12
39152,23802,Savings,68,Active,2021-07-10
39153,89304,Savings,172,Active,2015-11-16
39154,81781,Credit,204,active,2025-06-25
39155,98516,Cheque,222,Active,2018-08-08
39156,58740,Cheque,76,Active,2020-03-10
39157,40867,Savings,95,Closed,2021-06-23
39158,7318,Savings,250,Active,2022-07-06
39159,11821,CHEQUE,61,Active,2022-03-16
39160,43061,Savings,135,Active,2016-05-25
39161,80310,CHEQUE,204,Active,2022-01-23
39162,92741,SAVINGS,13,Active,2023-02-08
39163,18237,Savings,167,Active,2024-05-01
39164,89446,Cheque,21,Closed,2017-01-17
39165,59767,Business,73,Dormant,2023-07-06
39166,95702,Cheque,78,Active,2023-09-29
39167,41724,Savings,187,Active,2023-11-25
39168,14832,Savings,36,DORMANT,2020-10-26
39169,88738,Cheque,103,Active,2018-08-20
39170,73071,Cheque,44,Active,2016-03-17
39171,42830,Credit,92,Active,2018-03-17
39172,50908,Savings,222,Active,2025-11-09
39173,57176,Credit,202,Active,2021-05-08
39174,8601,Savings,228,Active,2016-10-06
39175,88754,Cheque,41,Active,2019-09-27
39176,87481,Credit,189,Active,2024-10-09
39177,14074,Cheque,68,active,2024-07-01
39178,21380,,242,Active,2023-11-03
39179,90883,,191,Active,2019-11-14
39180,56185,Credit,202,Dormant,2019-12-12
39181,39293,Savings,128,Closed,2023-06-28
39182,96945,Savings,109,Active,2023-05-31
39183,35971,Business,142,Closed,2024-08-20
39184,88013,Cheque,192,Active,2025-02-09
39185,41091,Cheque,210,Active,2024-04-28
39186,74975,Cheque,129,Active,2019-12-12
39187,95301,Cheque,116,Active,2019-04-05
39188,42566, Cheque ,227,Active ,03-02-2024
39189,55640,Business,35,Active,2021-11-17
39190,59569,Cheque,132,Active,2019-01-12
39191,59521,Cheque,43,Active,2022-07-13
39192,6532,Cheque,182, Active ,2020-01-08
39193,73825,Savings,101,Active,2019-08-28
39194,30427,Savings,200,Active,2022-08-20
39195,56071,Savings,10,Active,2018-01-15
39196,24681,Savings,110,Active,2016-05-06
39197,82854,Business,45,Active,2018-05-15
39198,85951,Credit,95, Active ,2020-01-14
39199,66055,Cheque,16,Active,2017-07-13
39200,98391,Cheque,82,Active,2016-01-30
39201,93948,Cheque,127,active,2023-11-27
39202,86700,Cheque,190,active,2018-11-17
39203,14791,Credit,71,Active,2021-02-14
39204,53344,Savings,45,Closed,2024-01-04
39205,85494,Cheque,161,Active,2015-12-10
39206,48580,Business,212,Active,04-02-2021
39207,31329,Cheque,103,Active,2018-05-09
39208,98927,Cheque,177,Active,2021-01-17
39209,83899,Cheque,58,Active,2018-03-18
39210,15766,Cheque,28,Active,2022-03-29
39211,59688,Business,2,Active,2025-10-08
39212,18899,Savings,130,Active,2015-12-28
39213,26789,Cheque,121,Active,2022-01-07
39214,54786,Cheque,134,Active,2023-05-18
39215,80385,Savings,122,Active,2025-01-22
39216,29777,Savings,47,Closed,2015-05-08
39217,15105,Savings,5,Closed,2023-12-14
39218,5943,Savings,202,Active,2024-03-18
39219,96928,Savings,8,Active,2015-10-10
39220,68574,Cheque,70,Active,2023-10-24
39221,6216,savings,88,Active,2021-10-08
39222,71671,Cheque,178,Active,2024-12-12
39223,51199,Savings,210,Active,2020-10-12
39224,65065,Savings,12,Active,2024-05-10
39225,38493,Cheque,231,Active,2023-09-15
39226,79259,Cheque,96,Active,2024-12-12
39227,86784,Credit,169,Active,21/06/2025
39228,33025,Credit,157,Active,2016-12-21
39229,33075,Cheque,39,Active,2019-06-14
39230,72782,Credit,39,Active,2018-04-09
39231,85783,Savings,141,Active,2020-02-25
39232,244,Savings,3,Active,2022-08-29
39233,31272,Savings,162,Active,2021-12-23
39234,13970,Savings,157,Active,2021-11-09
39235,14039,Cheque,77,Active,2025-06-21
39236,28942,Cheque,41,Active,2015-02-25
39237,23379,Cheque,168,Active,2018-04-29
39238,25474,Savings,132,Active,29-06-2020
39239,90107,Cheque,93,Active,07/03/2023
39240,64792,Credit,47,Active,2022-02-05
39241,64101,Cheque,76,Active,2017-06-23
39242,98407,SAVINGS,74,Active,2019-11-30
39243,90804,Cheque,58,Active,2022-10-23
39244,27728,Cheque,19,Active,2016-02-21
39245,66696,credit,247,Active,2020-05-31
39246,55368,Savings,97,Active,2022-10-23
39247,88058,Cheque,43,Active,2019-11-28
39248,28164,Savings,126,Active,2015-04-10
39249,3828,Savings,218,Active,2023-03-01
39250,47012,Cheque,92,Active,2025-10-24
39251,49418,Cheque,89,Active,2015-05-05
39252,25806,Cheque,186,Active,2025-01-06
39253,89664,Savings,117,Active,2019-11-03
39254,81896,Cheque,118,Active,2019-11-02
39255,29136,Savings,112,Active,2015-02-25
39256,61210,Cheque,189,Active,2015-03-19
39257,30186,Savings,69,Dormant,04/04/2016
39258,30165,credit,39,Dormant,2025-05-07
39259,51964,Savings,163,Active,2016-09-24
39260,37594,Cheque,106,Active,2024-07-28
39261,43578,Cheque,249,Active,25-03-2024
39262,53833,Savings,100,Active,2017-04-20
39263,13593,Savings,43,Active,2019-07-18
39264,83928,Savings,93,Active,2022-09-25
39265,22935,Cheque,41,Active,2017-01-07
39266,322,Cheque,39,Active,2016-01-04
39267,90989,Cheque,182,Active,2021-06-20
39268,87936,Savings,77,Active,2025-11-03
39269,67232,Cheque,236,Closed,2016-03-23
39270,35656,Business,231,Active,2025-01-26
39271,36387,Savings,113,Active,2015-10-06
39272,224,CREDIT,143,Active,2019-04-30
39273,54728,Savings,46,Active,2023-05-15
39274,52206,Savings,218,Active,2017-04-10
39275,88506,Cheque,115,Dormant,2021-11-04
39276,87153,Savings,242,Active,2025-07-10
39277,55196,Cheque,124,Active,2020-10-28
39278,29112,  Cheque  ,25,Active,2019-02-22
39279,61078,Credit,58,Active,2024-11-21
39280,2051,Savings,128,Active,2018-03-13
39281,62887,Cheque,59,Active,20/04/2021
39282,46587,Cheque,34,Closed,2024-01-05
39283,85863,Savings,195, Active ,2022-08-03
39284,9665,Savings,95,Active,2025-09-02
39285,60917,Savings,46,Active,2019-08-23
39286,5904,Cheque,136,Active,2019-06-17
39287,13196,Cheque,136,Closed,2022-09-27
39288,21554,Cheque,67,Dormant,2018-07-01
39289,51930,Cheque,16,Active,2023-05-09
39290,69137, Credit ,128,Active,2018-09-25
39291,38274,Cheque,43,Dormant,2025-11-18
39292,89797,Savings,9,Active,2016-12-24
39293,25001,Savings,226, Active ,2022-12-29
39294,30144,Credit,209,Active,2019-10-03
39295,30569,Savings,209,Active,2019/05/17
39296,78394,CHEQUE,222,Active,2021-11-11
39297,2093,Cheque,14,Active,2021-12-11
39298,51234,Cheque,208,Active,2024-08-11
39299,51704,Savings,202,Active,2024-10-01
39300,26796,Credit,8,Active,2016-03-22
39301,63052,Cheque,88,Closed,2020-10-07
39302,43101,Credit,152,Active,2015-10-20
39303,37839,Savings,139,Active,2025-08-06
39304,36032,Credit,45,Active,28 May 2017
39305,97278,Credit,196,Active,2021-05-23
39306,30776,Savings,246,Active,13/11/2019
39307,43283,Savings,130,Active,2017-02-22
39308,83375,savings,41,Active,2021-01-22
39309,18380,CHEQUE,229,Active,2025-06-06
39310,17847,Savings,43,Active,2016-01-22
39311,47668,Savings,106,Active,2018-03-05
39312,86467,Savings,237,Active,2022-10-15
39313,44133,Cheque,129,Active,2016-11-20
39314,12258,Cheque,15,Active,2017-03-18
39315,20786,Business,86,Active,2017-03-06
39316,94377,Savings,126,Active,2022-01-05
39317,79690,Cheque,175,Closed,2023-06-30
39318,40652,Business,138,Dormant,2020-08-17
39319,27464,savings,235,Active,2025-09-18
39320,76168,Savings,239,Active,2019-09-22
39321,16009,CHEQUE,68,,02 Jun 2025
39322,69161,Credit,35,Active,2017-08-30
39323,97501,Savings,192,Active,2015-10-23
39324,93547,Credit,137,Dormant,2025-09-01
39325,15244,Savings,220,Active,2018-01-07
39326,75882,Cheque,48,Active,2018-07-06
39327,13081,Cheque,99,Active,2018-02-19
39328,45147,Cheque,183,Active,2015-01-09
39329,71423,Cheque,249,Active,2020/04/28
39330,17436,Cheque,37,Active,2021-03-19
39331,47667,Cheque,199,Active,2017-11-22
39332,38535,Cheque,69,Active,2021-04-09
39333,77713,Cheque,169,Active,2020-02-28
39334,48654,Savings,8,Active,2020-08-11
39335,49311,Savings,121,ACTIVE,2015-04-07
39336,499,CHEQUE,16,Closed,2021-04-04
39337,99339,Savings,138,Active,2022-10-21
39338,55812,Cheque,137,ACTIVE,2018-02-07
39339,39763,Cheque,58,ACTIVE,30 Nov 2017
39340,72673,Savings,236,Active,2020-07-03
39341,51980,Cheque,75,Active,2024-03-16
39342,47322,SAVINGS,39,Active,2021-05-07
39343,75752,Savings,206,Active,2017-04-04
39344,66367,Savings,168,Active,2025-03-31
39345,60593,Credit,114,Active,2017-02-23
39346,6798,Cheque,97,Dormant,2015-10-20
39347,91900,Cheque,219,Active,2021/04/25
39348,3048,Savings,233,Dormant,2016-02-12
39349,13013,Savings,80,Active,2019-05-11
39350,84243,Cheque,76,Dormant,2015-06-24
39351,6363,Savings,90,Active,2023-01-12
39352,94270,Business,118,Active,2015-10-02
39353,68014,Cheque,160,Active,2024-11-27
39354,33854,Savings,242,Active,2025-08-29
39355,36634,Savings,220,Active,2018-04-07
39356,90774,Savings,5,Active,2023-09-10
39357,21959,Business,37,Active,2024-11-10
39358,38827,Savings,19,Active,2015-06-01
39359,14095,Savings,213,Active,2021-06-19
39360,17505,Savings,36,ACTIVE,2015-02-03
39361,44170,Cheque,60,Active,2025-07-22
39362,84752,Savings,57,Active,2020-01-20
39363,64611,Cheque,187,Active,2019-10-08
39364,21005,Savings,91,Dormant,2025-02-05
39365,95376,Credit,70,Dormant,18/06/2015
39366,72160,Cheque,97,Active,2025-08-31
39367,84099,Cheque,174,Active,2024-02-09
39368,37757,Savings,224,Active,2022-04-26
39369,74100,Business,66,Active,2023-08-22
39370,89885,Savings,11,Active,2023-03-29
39371,7268,Savings,17,Active,2023-08-20
39372,41970,Savings,247,Active,2025-04-28
39373,80156,Cheque,168,Active,2022-07-05
39374,45935,Cheque,242,Active,2022-11-05
39375,79734,Savings,17,Active,2020-08-27
39376,82769,Cheque,182,active,2015-01-11
39377,24400,Cheque,145,Active,2017-07-25
39378,70278,Cheque,217,Active,2021-07-20
39379,43768,Business,171,Active,2016-06-15
39380,91332,Savings,148,Active,2025-07-02
39381,69559,Credit,103,Active,2018-07-24
39382,5228,Savings,137,Active,2024-08-28
39383,49191,Credit,122,Active,2019-08-07
39384,44318,Cheque,114,Active,2020-09-18
39385,94362,Credit,115,Active,2020-07-18
39386,93749,Business,224,Dormant,2017-04-18
39387,70927,Cheque,165,Active,2023-06-19
39388,68201,Savings,110,Active,2021-05-11
39389,7731,Cheque,125,Active,2021-09-30
39390,51293,Savings,167,Active,2020-12-31
39391,37052,Cheque,42,Active,2023-02-26
39392,58421,Business,168,Active,2024-05-21
39393,48704,SAVINGS,147, Active ,2019-12-19
39394,11626,Savings,109,Active,2023-05-31
39395,68112,Savings,87,Active,2016-01-12
39396,55996, cheque ,33,Active,2019-10-01
39397,18456,Cheque,11,Active,06-07-2017
39398,95871,Cheque,209,Active,2023-10-10
39399,79065,Cheque,32,Active,2016-11-29
39400,70742,Cheque,210,Active,2017-07-24
39401,42562,Savings,105,Active,2023-09-18
39402,52112,Cheque,107,Active,2020-02-19
39403,58545,Savings,86,Active,2018-12-06
39404,54397,Cheque,2,Active,2020-12-04
39405,25068,Savings,115,Active,2020-06-13
39406,83385,SAVINGS,227,Active,2023-01-29
39407,67255,Cheque,21,Active,2016-10-04
39408,39901,Savings,139,ACTIVE,2023-12-25
39409,63950,Savings,30, Active ,2020-11-05
39410,40669,Cheque,81,Active,2018-07-27
39411,48993,Cheque,81,Active,2021-09-05
39412,83483,Savings,47,Active,2019-05-12
39413,60556,Credit,191,Closed,2015-12-26
39414,59114,Savings,133,Active,2019-06-12
39415,98308,Savings,71,Active,2022-07-07
39416,82940,Cheque,221,Active,2018-07-12
39417,16255,Savings,56,Dormant,2017-01-03
39418,1571,Savings,25,Active,2023-06-02
39419,75897,Cheque,131,Active,2021-07-18
39420,80144,Savings,36,Active,2025-02-25
39421,44593,Savings,115,closed,2020-03-11
39422,3818,Savings,140,Active,2023-12-18
39423,50354,Credit,79,Active,2024-09-26
39424,870,Savings,4,Active,2019-02-12
39425,51930,Savings,6,Active,2021-11-07
39426,48243,Savings,166,Active,2021-09-09
39427,98799,Savings,148,Active,2021-12-10
39428,62404,Savings,36,Active,2015-09-30
39429,17299,cheque,162,Active,2015-06-04
39430,55099,Savings,50,Closed,2017-11-02
39431,42011,Cheque,101,Active,2018/07/22
39432,72624,Savings,128,Closed,30-08-2024
39433,54291,Savings,166,Active,2026-99-99
39434,65591,Savings,119,Active,2017-03-25
39435,1451,Cheque,116,Active,2018-06-21
39436,63037,Cheque,228,Active,2023-08-04
39437,57763,Cheque,249,Active,2025-12-04
39438,94502,Cheque,60, Active ,2018-07-04
39439,42211,Savings,123,Active,2023-05-17
39440,42300,Cheque,175,Active,2022-11-05
39441,12804,Savings,192,Active,2017-05-28
39442,82826,Savings,170,Active,2018-03-19
39443,75020,Business,43,Active,2020-04-13
39444,99131,Cheque,77,Active,2022-10-23
39445,84892,Cheque,17,Active,2018-10-31
39446,78796,Credit,52,Active,2020-06-25
39447,28508,Savings,127,Active,2023-03-29
39448,17506,Cheque,161,Active,2025-03-06
39449,8606,Savings,196,Active,2015-11-30
39450,15597,Savings,49,Active,2021-08-09
39451,49091,Business,20,Dormant,2019-09-19
39452,53894,Savings,78,Active,2024-01-30
39453,97151,Savings,139,Dormant,2018-08-31
39454,64672,Business,19,Active,2015-01-27
39455,87728,Savings,83,Active,30 Jul 2022
39456,91105,Savings,91,Active,2015-12-24
39457,91037,Cheque,174,Active,2020-08-30
39458,52628,Cheque,242,Active,2021-10-10
39459,13461,Savings,12,Active,2022-08-11
39460,69175,Savings,146,Active,2022-10-17
39461,77970,Savings,21,ACTIVE,2015-06-27
39462,20591,Cheque,223,Closed,2017-07-05
39463,77078,Savings,193,Active,2018-08-24
39464,74408,Cheque,217,Active,2023-09-12
39465,64990,Savings,30,Dormant,2022-06-13
39466,57922,Cheque,104,Active,2015-04-12
39467,35145,Savings,213,Active,2017-04-07
39468,47942,Cheque,40,ACTIVE,2016-02-18
39469,49288,Cheque,13,Active,2016-12-27
39470,64524,Credit,30,Active,2015-06-11
39471,60829,Cheque,47,Active,2015-08-02
39472,81231,Savings,138, Active ,2023-12-07
39473,83545,Savings,9,Closed,2017-07-25
39474,89206,Cheque,39,Active,2023-02-19
39475,10707,Cheque,92,Closed,2015-06-18
39476,81858,SAVINGS,208,Active,2023-04-30
39477,96135,Cheque,130,Active,2015-02-10
39478,52521,Savings,48,Active,2021-12-04
39479,22980,Savings,172,Active,2024-03-19
39480,16054,Savings,62,Active,2021-09-06
39481,39003,Cheque,53,Active,2022-10-25
39482,24261,Business,67,Active,2025-02-06
39483,86809,Business,68,Closed,2023-01-31
39484,41284,CHEQUE,107,Active,2017-09-05
39485,53756,Savings,216,Active,2015-08-29
39486,80848,Cheque,24,Active,2023-04-29
39487,74579,Savings,217,Closed,2021-11-23
39488,33592,Business,192,Active,2019-07-10
39489,36740,Savings,12,Active,2025-05-13
39490,24388,Savings,199,Active,2020-08-15
39491,45658,Savings,148,active,2019-11-18
39492,55455,Savings,165,active,2021-10-06
39493,83704,Cheque,1,Closed,2024-07-16
39494,10448,Cheque,119,Active,2021-08-28
39495,26284,Savings,18,Active,2023-01-23
39496,62162,Credit,236,Active,2023-02-14
39497,71304,Savings,9,Active,2018-08-06
39498,48802,Credit,209,Active,2018-02-05
39499,19866,,33,Active,2023-05-30
39500,90326,Cheque,115,Dormant,2024-12-01
39501,78986,Credit,95,Active,2018-10-11
39502,18634,Cheque,138,Closed,2016-02-21
39503,50252,Business,159,Dormant,2018-06-06
39504,66407,Cheque,166,Active,2022-10-11
39505,19068,Business,248,Active,2019-10-20
39506,47968,Savings,32,Active,2015-08-21
39507,97591,Cheque,75,Active,2025-07-24
39508,69426,Cheque,151,Active,2015-03-03
39509,72480,Savings,94,Active,2024-09-04
39510,58575,Savings,176,Active,2018-10-09
39511,77781,Savings,234,Active,2019-03-21
39512,75147,Savings,87,Active,23-10-2020
39513,82816,Cheque,43,Active,2022-01-02
39514,76395,Savings,243,Active,2024-03-18
39515,53600,Business,130,Active,2025-10-17
39516,7065,Savings,166,Active,2021-12-01
39517,78852,Credit,213,Active,08 May 2021
39518,97335,Savings,93,Active,2023-09-28
39519,44357,Savings,21,Active,2019-03-21
39520,68155,Savings,139,ACTIVE,2025-03-24
39521,23875,Cheque,64,Active,2021-03-07
39522,97268,Cheque,165,Active,2019-08-25
39523,81941,Cheque,33,Active,04-03-2019
39524,22534,Cheque,180,Active,2020-09-20
39525,5946,Savings,175,Active,2017-02-07
39526,1105,Savings,220,Active,18-10-2017
39527,6115,Credit,160,Active,2023-01-05
39528,96705,Savings,57,Active,2015-12-21
39529,30487,Business,245,Active,2021-10-21
39530,74600,Savings,56,Active,2022-06-25
39531,59771,Cheque,58,Active,2025-09-05
39532,41024,cheque,121,Active,2021-07-30
39533,11727,Savings,41, Active ,2023-07-01
39534,57920,Savings,53,Active,2017-04-19
39535,35226,Cheque,93,Active,2021-02-19
39536,23690,Savings,231,Active,2021-05-09
39537,33208,Savings,240,Active,2023-10-04
39538,79434,Savings,130,Active,2025-12-25
39539,18626,Cheque,22,Active,2023-07-03
39540,35231,Cheque,48,Active,2016-02-10
39541,98538,Savings,8,Active,2025-05-31
39542,3917,Business,125,Active,2019-10-02
39543,44544,Savings,130,Active,2020-01-28
39544,26159,Credit,194,Active,2015-01-19
39545,82506,Cheque,23,Active,2015-04-21
39546,49931,Savings,155,Active,2025-09-15
39547,88356,Savings,16,Closed,04-01-2015
39548,10566,Cheque,110,Active,2023-04-16
39549,21596,Cheque,161,Active,2018-04-25
39550,54126,Savings,65,Active,2023-05-08
39551,65103,Cheque,158,Active,2019-01-30
39552,42153, Credit ,127,Active,2019-08-03
39553,67560,Credit,112,Active,2017-01-20
39554,54590,Savings,29,ACTIVE,2020-08-02
39555,6632,,73,Active,2025-10-09
39556,8627,Cheque,231,active,2016-01-08
39557,98744,Cheque,115,Active,2023-07-27
39558,95400,Cheque,247,Active,2025-04-08
39559,49009,Cheque,211,Active,2024-07-12
39560,25082,Cheque,102,Active,2025-11-19
39561,589,Savings,82,Active,2016-12-21
39562,85570,Cheque,162,Dormant,2017-09-23
39563,73318,Cheque,58,Active,2021-07-24
39564,88559,Savings,79,Active,2025-11-13
39565,96329,Savings,208,Active,2024-12-16
39566,56510,Cheque,185,Active,2019-03-06
39567,27556,Cheque,122,Dormant,2023-12-01
39568,40834,Business,200,Active,2023-01-31
39569,95967, Savings ,62,Active,2016-06-20
39570,60755,Savings,197,Active,2016-07-05
39571,67633,Savings,215,active,2015-09-14
39572,77405,Cheque,36,Active,2020-12-27
39573,76577,Savings,170,Active,2019-02-11
39574,99547, Savings ,11,dormant,2016-03-12
39575,10344,Credit,146,Active,2023-06-14
39576,22990,Cheque,218,Active,2019-11-08
39577,45271,Cheque,110,Active,2024-07-06
39578,36060,Cheque,44,Active,2025-12-11
39579,64074,Savings,246,Active,2016-11-06
39580,97282,Business,132,Active,2018-02-10
39581,2568,Cheque,102,Active,2021-12-25
39582,75839,Cheque,159,Active,2019-01-29
39583,55711,Cheque,25,Active,2025-12-12
39584,39064,Savings,23, Active ,2025-11-06
39585,76486,Cheque,85,Active,2023-10-02
39586,55925,savings,17,active,2022-09-25
39587,28488,Cheque,245,Active,2017-08-19
39588,61408,Cheque,145,Active,2018-03-29
39589,34189,Credit,80,Active,2024-06-10
39590,87699,Savings,108,Active,2021-08-01
39591,88877,Business,157,Active,2022-02-18
39592,40434,Savings,29,Closed,2024-07-01
39593,44325,Cheque,151,Active,2018-05-18
39594,80393,Cheque,204,Active,2024-11-03
39595,39167,savings,140,Closed,2019-04-23
39596,66711,Cheque,128,Active,2015-01-26
39597,17925,Cheque,201,Active,2015-02-18
39598,38531,Cheque,53,Active,2016-10-14
39599,51662,Savings,173,Active,2015-08-04
39600,1996,Cheque,58,Active,2025-03-15
39601,38236,Cheque,203,Active,2023-04-20
39602,78699,savings,148,Active,2018-01-20
39603,46410,Savings,94,Active,2020-01-14
39604,28503,Cheque,245,Active,2024-04-13
39605,36180,Savings,124,Active,2022-01-07
39606,96952,Business,139,Active,2017-06-04
39607,17401,CHEQUE,56,Active,2023-06-03
39608,49983,Savings,122,Active,2018-10-10
39609,74427,Savings,106,Active,07-07-2016
39610,21931,Savings,145,Active,2019-09-21
39611,13957,Cheque,59,Dormant,2024-11-29
39612,43462,Cheque,142,Active,2022-05-31
39613,73569,Cheque,5,Active,2025-07-30
39614,34892,Cheque,26,Dormant,2017-08-16
39615,79700,Savings,164,Active,2025-12-02
39616,31214,Cheque,3,Active,2018-11-05
39617,71594,Cheque,70, Active ,2022-03-02
39618,32858,Savings,161,Active,2016-02-08
39619,38520,Savings,60,Active,2019-11-15
39620,27446,Credit,202,Active,2018-05-30
39621,41449,Cheque,156, Active ,2025-11-08
39622,44178,Cheque,245,active,2022-05-27
39623,71213,Cheque,122,Active,2024-04-27
39624,54103,Cheque,149,Active,2022-09-30
39625,25327,Cheque,56,Active,2022-11-22
39626,93852,Savings,214,Active,2025-09-21
39627,68656,Credit,7,Dormant,2015-10-19
39628,91585,Cheque,177,Active,2017-07-10
39629,91463, Savings ,130,Active,2021-03-27
39630,35574,Savings,83,Active,2024-12-13
39631,92825,Credit,226,Active,2015-08-28
39632,31269,Cheque,44,Active,2017-05-02
39633,6977,Savings,72,Active,2019-12-17
39634,88116,Savings,133,Active,2025-01-25
39635,362,Savings,148,Active,2021-04-29
39636,71464,cheque,243,Active,2017-03-01
39637,79259,Cheque,169,Active,2025-12-14
39638,15459,Cheque,95,Active,2019-08-05
39639,46556,Cheque,2,Active,2023-08-09
39640,42995,Savings,187,Active,2016-11-13
39641,12488,Credit,31,Active,2022-05-24
39642,96563,Savings,35,Active,2025-07-26
39643,23194,Cheque,3,Dormant,2025-12-31
39644,10199,Savings,13,Active,2018-06-18
39645,39239,Business,237,Active,2015-07-09
39646,71164,Savings,16,Active,2021-08-13
39647,15880,Savings,186,Active,2022-11-22
39648,27533,Savings,123,Active,2016-10-14
39649,50322,Cheque,32,Active,2025-01-27
39650,26319,Cheque,223,Dormant,2017-05-19
39651,24914,Savings,191,Active,2022-02-16
39652,57857,Cheque,19,Active,2015-11-24
39653,17295,Savings,148,Active,2023-08-28
39654,97814,Credit,168,Active,2020-12-03
39655,65155,Credit,129,Dormant,2024-03-11
39656,7823,Cheque,195,Active,2024-10-20
39657,49753,Cheque,58,Active,2017-11-19
39658,58490,Savings,221,Active,2021-05-08
39659,6561,Savings,130,Active,2021-04-01
39660,57113,Cheque,185,Active,2024/01/27
39661,43525,Cheque,121,Active,2020-11-23
39662,96679,Savings,28,Active,2025/06/22
39663,83994,Cheque,249,Active,2024-11-21
39664,32870,Savings,126,active,2017-04-08
39665,31859,SAVINGS,11,Active,2017-08-10
39666,4592,Cheque,216,Active,2024-08-17
39667,87539,Savings,221,Active,2020/10/09
39668,41835,Savings,186,Active,2024-02-02
39669,60663,,241,Active,2024-03-09
39670,91054,Business,4,Active,2022-06-15
39671,51317,Savings,84,Active,2024-05-07
39672,68946,Savings,80,Active,2018-02-23
39673,18051,Cheque,228,Active,2020-11-17
39674,96910,Savings,67,Active,07-11-2020
39675,11821,Cheque,34,Active,2019-03-14
39676,23384,Cheque,19,Active,2023/06/27
39677,90430,Cheque,235,Active,2025-03-24
39678,92339,SAVINGS,220,Active,2017-07-17
39679,86451,Cheque,174,Active,2015-03-01
39680,94346,Cheque,18,Active,2023-01-12
39681,29718,Savings,220,Active,2016-06-29
39682,75621,Savings,229,Dormant,2021-05-22
39683,49208,Savings,1,Active,2025-09-02
39684,93640,Savings,42,Active,2018-09-15
39685,7430,Cheque,241,Dormant,2015-04-13
39686,1629, Savings ,249,Closed,2021-10-10
39687,23180,Cheque,178,Active,2021-02-01
39688,87429,Cheque,202,Active,2018-11-23
39689,91526,Savings,21,Active,2022-06-16
39690,43200,Savings,75,Active,2018-02-23
39691,24657,Cheque,227,Closed,2020-09-02
39692,17506,Cheque,112,Active,2023-11-25
39693,76521,Credit,198,Active,2023-12-21
39694,51159,Savings,73,Dormant,2017-04-06
39695,67018,Cheque,28,Active,2020-12-17
39696,95598,Savings,32,Active,2015-03-24
39697,14037,Savings,144,Active,2019-05-06
39698,27076,Savings,157,Active,2025-11-23
39699,14771,Savings,49,Active,2018-10-30
39700,39685,Savings,121,Active,17-11-2023
39701,2519,Credit,211,Active,2020-09-15
39702,27702,Cheque,123,Dormant,2023-02-14
39703,17831,Savings,23,Active,2023-07-21
39704,24911,Savings,15,Active,2015-02-16
39705,4305,cheque,31,Active,2020-08-29
39706,74535,cheque,213,Active,2021-07-11
39707,2543,Savings,131,Active,2021-05-08
39708,92566,Savings,49,Active,2023-11-20
39709,23449,Savings,78, Active ,2019-04-07
39710,80182,Cheque,179,Active,2017-12-05
39711,61318,Cheque,62,Active,2024-08-15
39712,58476,Cheque,150,Dormant,2015-07-09
39713,49560,Savings,249,Active,2018-06-17
39714,88018,Business,208,Active,2021-12-18
39715,54535,Savings,208,Active,2020-09-19
39716,12593,CHEQUE,133,Active,2024-04-22
39717,61132,Savings,159,Active,2024-10-16
39718,31754,Savings,194,Dormant,2025-09-29
39719,2368,Credit,127,Active,2025-01-12
39720,2241,Savings,145,active,2016-10-14
39721,19653,Cheque,171,Active,2017-10-18
39722,49342,Cheque,237,Active,2020-01-15
39723,22854,Cheque,26,Dormant,2018-01-21
39724,75283,Cheque,59,Active,2021-10-19
39725,84700,Cheque,223,Active,2019-01-13
39726,36961,Cheque,189,Active,2016-10-25
