,account_id,customer_id,account_type,branch_id,account_status,opened_date
41802,41803,41997,Cheque,153,Active,2023-08-01 00:00:00
41803,41804,20296,Cheque,133,Active,2015-02-04 00:00:00
41804,41805,41886,Credit,54,Active,2022-08-09 00:00:00
41805,41806,92903,Savings,8,Active,2022-03-27 00:00:00
41806,41807,79206,Cheque,223,Active,2025-02-24 00:00:00
41807,41808,7778,Credit,105,Active,2018-02-24 00:00:00
41808,41809,84934,Savings,245,Active,2021-08-10 00:00:00
41809,41810,79646,Savings,108,Active,2018-01-16 00:00:00
41810,41811,61045,Cheque,116,Active,2019-07-02 00:00:00
41811,41812,39652,Savings,21,Active,2022-12-29 00:00:00
41812,41813,33942,Cheque,223,Active,2018-05-19 00:00:00
41813,41814,3819,Credit,168,Active,2024-04-06 00:00:00
41814,41815,12012,Savings,96,Active,2024-02-15 00:00:00
41815,41816,74395,Business,231,Active,2016-04-12 00:00:00
41816,41817,71716,Cheque,107,Active,2024-11-04 00:00:00
41817,41818,16166,Credit,151,Dormant,2021-02-21 00:00:00
41818,41819,52343,Credit,31,Active,2020-01-24 00:00:00
41819,41820,96902,Cheque,103,Active,2017-03-25 00:00:00
41820,41821,42322,Savings,159,Active,2024-11-25 00:00:00
41821,41822,87232,Cheque,178,Active,2024-02-03 00:00:00
41822,41823,43956,Cheque,5,Dormant,2021-06-03 00:00:00
41823,41824,87836,Cheque,124,Active,2017-11-13 00:00:00
41824,41825,43224,Savings,248,Active,2020-09-24 00:00:00
41825,41826,13872,Cheque,57,Active,2021-03-01 00:00:00
41826,41827,84828,Savings,149,Active,2021-05-03 00:00:00
41827,41828,11665,Cheque,124,Active,2022-04-25 00:00:00
41828,41829,72038,Savings,70,Active,2025-03-27 00:00:00
41829,41830,29319,Savings,206,Active,2025-01-02 00:00:00
41830,41831,92375,Cheque,66,Active,2023-03-13 00:00:00
41831,41832,31674,Cheque,146,Dormant,2024-11-10 00:00:00
41832,41833,6310,Savings,150,Active,2016-07-05 00:00:00
41833,41834,21783,Savings,229,Active,2015-11-23 00:00:00
41834,41835,12772,Cheque,113,Active,2019-12-29 00:00:00
41835,41836,805,Savings,33,Active,2021-05-11 00:00:00
41836,41837,49570,Savings,18,Active,2021-03-04 00:00:00
41837,41838,19947,Savings,248,Active,2020-06-24 00:00:00
41838,41839,84681,Savings,248,Active,2016-10-28 00:00:00
41839,41840,39373,Credit,78,Active,2023-09-27 00:00:00
41840,41841,10284,Savings,179,Active,2025-08-12 00:00:00
41841,41842,84300,Cheque,246,Active,2025-07-03 00:00:00
41842,41843,35023,Savings,221,Active,2019-10-31 00:00:00
41843,41844,84173,Savings,228,Active,2017-04-22 00:00:00
41844,41845,5508,Savings,19,Active,2020-10-09 00:00:00
41845,41846,5454,Savings,99,Active,2018-10-03 00:00:00
41846,41847,92700,Cheque,137,Active,2019-06-16 00:00:00
41847,41848,72370,Cheque,157,Active,2025-11-10 00:00:00
41848,41849,15487,Cheque,11,Dormant,2022-01-14 00:00:00
41849,41850,35481,Savings,68,Active,2018-07-11 00:00:00
41850,41851,11812,Savings,182,Dormant,2019-02-24 00:00:00
41851,41852,8461,Savings,130,Active,2017-08-21 00:00:00
41852,41853,83104,Business,116,Active,2019-09-05 00:00:00
41853,41854,69200,Cheque,181,Active,2021-05-18 00:00:00
41855,41856,97044,Cheque,142,Active,2015-12-25 00:00:00
41856,41857,16150,Business,132,Active,2017-01-11 00:00:00
41857,41858,40704,Savings,141,Active,2019-03-15 00:00:00
41858,41859,62961,Cheque,99,Active,2020-11-25 00:00:00
41859,41860,34175,Cheque,222,Active,2017-04-14 00:00:00
41860,41861,10481,Cheque,205,Active,2022-10-02 00:00:00
41861,41862,87237,Cheque,60,Active,2021-11-28 00:00:00
41862,41863,23611,Cheque,100,Dormant,2024-11-26 00:00:00
41863,41864,82945,Savings,12,Active,2021-07-14 00:00:00
41864,41865,86495,Cheque,148,Active,2022-12-29 00:00:00
41865,41866,69941,Savings,181,Active,2019-09-14 00:00:00
41866,41867,88697,Savings,241,Active,2020-12-08 00:00:00
41867,41868,61108,Cheque,4,Active,2023-08-06 00:00:00
41868,41869,34436,Savings,34,Active,2017-07-31 00:00:00
41869,41870,14411,Savings,178,Active,2022-12-08 00:00:00
41870,41871,4962,Credit,221,Active,2025-05-24 00:00:00
41871,41872,89694,Savings,185,Active,2016-04-28 00:00:00
41872,41873,81480,Cheque,246,Active,2023-09-11 00:00:00
41873,41874,20585,Cheque,105,Active,2019-10-25 00:00:00
41874,41875,30931,Cheque,70,Active,2023-07-01 00:00:00
41875,41876,62085,Cheque,67,Active,2023-12-26 00:00:00
41876,41877,1656,Savings,56,Active,2019-07-03 00:00:00
41877,41878,76097,Savings,15,Active,2023-10-07 00:00:00
41878,41879,77821,Savings,236,Active,2024-07-01 00:00:00
41879,41880,11053,Cheque,179,Active,2019-08-21 00:00:00
41880,41881,85593,Savings,53,Active,2019-11-15 00:00:00
41881,41882,94038,Cheque,77,Active,2020-10-15 00:00:00
41882,41883,78002,Credit,22,Active,2015-09-14 00:00:00
41883,41884,2054,Cheque,242,Active,2025-04-15 00:00:00
41884,41885,49304,Cheque,153,Closed,2015-05-02 00:00:00
41885,41886,37147,Savings,220,Active,2024-08-18 00:00:00
41886,41887,35463,Savings,159,Dormant,2024-11-12 00:00:00
41887,41888,91411,Savings,81,Dormant,2015-01-04 00:00:00
41888,41889,59963,Savings,109,Active,2019-10-08 00:00:00
41889,41890,61886,Cheque,56,Dormant,2016-06-23 00:00:00
41890,41891,21285,Savings,63,Active,2016-12-18 00:00:00
41891,41892,34123,Savings,231,Active,2018-01-17 00:00:00
41892,41893,11130,Cheque,202,Active,2016-04-09 00:00:00
41893,41894,81485,Business,248,Active,2015-10-08 00:00:00
41894,41895,49560,Savings,23,Active,2019-03-23 00:00:00
41895,41896,224,Savings,238,Active,2022-07-12 00:00:00
41896,41897,52374,Savings,27,Active,2018-05-06 00:00:00
41897,41898,68120,Savings,87,Active,2025-10-20 00:00:00
41898,41899,38273,Savings,200,Active,2019-03-02 00:00:00
41899,41900,39500,Savings,117,Active,2021-01-10 00:00:00
41900,41901,47329,Cheque,32,Active,2024-04-19 00:00:00
41901,41902,52861,Business,150,Active,2015-05-23 00:00:00
41902,41903,71933,Cheque,61,Dormant,2021-05-09 00:00:00
41903,41904,33290,Credit,151,Active,2022-06-17 00:00:00
41904,41905,113,Credit,43,Active,2015-03-19 00:00:00
41905,41906,16992,Savings,29,Active,2018-12-18 00:00:00
41906,41907,94908,Credit,51,Active,2025-12-28 00:00:00
41907,41908,59702,Cheque,221,Active,2017-11-05 00:00:00
41908,41909,40066,Savings,12,Active,2025-07-23 00:00:00
41909,41910,5534,Savings,209,Active,2017-04-27 00:00:00
41910,41911,60460,Cheque,90,Active,2016-04-09 00:00:00
41911,41912,57615,Savings,13,Active,2021-09-23 00:00:00
41912,41913,24712,Savings,219,Active,2019-01-17 00:00:00
41913,41914,6754,Cheque,15,Active,2023-01-09 00:00:00
41914,41915,47312,Credit,86,Active,2016-07-04 00:00:00
41915,41916,40052,Cheque,93,Active,2023-08-10 00:00:00
41916,41917,37233,Savings,129,Dormant,2018-05-06 00:00:00
41917,41918,63245,Credit,47,Active,2025-05-29 00:00:00
41918,41919,4651,Cheque,176,Active,2018-03-18 00:00:00
41919,41920,7972,Credit,18,Dormant,2017-04-02 00:00:00
41920,41921,76523,Cheque,119,Active,2018-06-04 00:00:00
41921,41922,17957,Savings,129,Active,2015-03-13 00:00:00
41922,41923,29757,Cheque,233,Active,2025-03-15 00:00:00
41923,41924,43735,Savings,204,Active,2019-03-25 00:00:00
41924,41925,7070,Savings,203,Active,2023-12-12 00:00:00
41925,41926,51848,Savings,121,Active,2020-10-21 00:00:00
41926,41927,2952,Credit,211,Dormant,2023-09-30 00:00:00
41927,41928,71101,Savings,180,Dormant,2018-11-30 00:00:00
41928,41929,87039,Cheque,80,Active,2019-09-25 00:00:00
41929,41930,2626,Cheque,237,Active,2022-08-22 00:00:00
41930,41931,35097,Savings,35,Active,2020-08-27 00:00:00
41931,41932,58443,Credit,151,Active,2024-07-03 00:00:00
41932,41933,14275,Cheque,88,Active,2015-05-03 00:00:00
41933,41934,50348,Savings,124,Active,2025-04-07 00:00:00
41934,41935,65069,Cheque,23,Active,2018-10-15 00:00:00
41935,41936,65516,Cheque,162,Active,2017-01-03 00:00:00
41936,41937,92771,Credit,150,Active,2015-12-23 00:00:00
41937,41938,4961,Cheque,101,Active,2021-09-03 00:00:00
41938,41939,32343,Savings,53,Active,2017-12-14 00:00:00
41939,41940,53392,Savings,175,Active,2016-06-03 00:00:00
41940,41941,34119,Savings,130,Active,2022-05-01 00:00:00
41941,41942,39040,Cheque,96,Active,2016-02-13 00:00:00
41942,41943,98008,Business,210,Active,2017-04-03 00:00:00
41943,41944,21713,Savings,166,Active,2025-02-28 00:00:00
41944,41945,80143,Credit,83,Closed,2015-05-15 00:00:00
41945,41946,47353,Credit,9,Active,2023-01-08 00:00:00
41946,41947,2921,Savings,187,Active,2024-03-04 00:00:00
41947,41948,43386,Savings,145,Active,2015-12-05 00:00:00
41948,41949,81114,Savings,200,Active,2024-01-24 00:00:00
41949,41950,75234,Savings,168,Active,2021-01-02 00:00:00
41950,41951,33345,Savings,10,Active,2017-09-11 00:00:00
41951,41952,86240,Business,12,Active,2021-08-05 00:00:00
41952,41953,23383,Savings,38,Active,2025-09-17 00:00:00
41953,41954,81125,Credit,238,Active,2023-03-21 00:00:00
41954,41955,9055,Cheque,68,Active,2024-09-15 00:00:00
41955,41956,86911,Cheque,146,Active,2018-12-08 00:00:00
41956,41957,37285,Savings,233,Closed,2017-05-25 00:00:00
41957,41958,14421,Cheque,68,Active,2022-01-09 00:00:00
41958,41959,31752,Savings,51,Active,2025-12-11 00:00:00
41959,41960,54280,Business,234,Active,2024-03-13 00:00:00
41960,41961,82157,Savings,76,Active,2018-09-20 00:00:00
41961,41962,79558,Cheque,3,Dormant,2018-01-13 00:00:00
41962,41963,61529,Cheque,12,Active,2016-03-01 00:00:00
41963,41964,26513,Cheque,222,Active,2016-05-07 00:00:00
41964,41965,38142,Cheque,212,Active,2023-10-19 00:00:00
41965,41966,71191,Cheque,14,Closed,2023-03-29 00:00:00
41966,41967,8591,Business,66,Active,2018-12-25 00:00:00
41967,41968,99268,Savings,44,Active,2016-03-26 00:00:00
41968,41969,51628,Business,36,Active,2018-08-19 00:00:00
41969,41970,12352,Cheque,91,Active,2015-12-07 00:00:00
41970,41971,82054,Credit,49,Dormant,2021-06-03 00:00:00
41971,41972,39825,Cheque,170,Active,2019-12-15 00:00:00
41972,41973,98479,Savings,226,Active,2023-08-01 00:00:00
41973,41974,60419,Business,157,Active,2015-08-14 00:00:00
41974,41975,44667,Savings,63,Active,2020-11-14 00:00:00
41975,41976,64406,Savings,7,Active,2022-11-15 00:00:00
41976,41977,7315,Savings,26,Active,2019-12-02 00:00:00
41977,41978,23979,Savings,35,Active,2016-01-03 00:00:00
41978,41979,63575,Cheque,245,Active,2024-03-08 00:00:00
41979,41980,61684,Cheque,181,Active,2015-07-15 00:00:00
41980,41981,44272,Savings,75,Active,2025-01-22 00:00:00
41981,41982,71034,Savings,32,Active,2019-05-28 00:00:00
41982,41983,35899,Cheque,32,Active,2018-12-07 00:00:00
41983,41984,41821,Cheque,52,Active,2015-09-24 00:00:00
41984,41985,26353,Cheque,48,Active,2016-09-25 00:00:00
41985,41986,19421,Cheque,23,Active,2022-12-13 00:00:00
41986,41987,20507,Credit,6,Active,2016-01-23 00:00:00
41987,41988,9547,Savings,169,Active,2021-09-04 00:00:00
41988,41989,69842,Cheque,202,Active,2023-12-06 00:00:00
41989,41990,52399,Savings,25,Closed,2025-02-08 00:00:00
41990,41991,29270,Savings,31,Active,2017-01-01 00:00:00
41991,41992,39010,Credit,127,Active,2019-09-25 00:00:00
41992,41993,85359,Cheque,238,Active,2021-10-12 00:00:00
41993,41994,27747,Savings,211,Dormant,2018-12-17 00:00:00
41994,41995,73032,Savings,237,Active,2017-05-18 00:00:00
41995,41996,23236,Cheque,193,Active,2023-10-23 00:00:00
41996,41997,9358,Savings,7,Active,2015-10-02 00:00:00
41997,41998,91118,Savings,163,Active,2020-08-25 00:00:00
41998,41999,42083,Credit,239,Active,2016-10-30 00:00:00
41999,42000,61419,Cheque,210,Active,2024-01-03 00:00:00
42000,42001,85142,Business,233,Active,2025-10-09 00:00:00
42001,42002,48375,Savings,125,Active,2018-03-19 00:00:00
42002,42003,49756,Savings,205,Active,2022-03-10 00:00:00
42003,42004,28345,Cheque,220,Active,2019-03-28 00:00:00
42004,42005,65115,Cheque,133,Active,2015-04-18 00:00:00
42005,42006,20400,Business,18,Active,2021-07-25 00:00:00
42006,42007,34606,Cheque,16,Active,2021-08-15 00:00:00
42007,42008,59484,Cheque,27,Dormant,2016-12-27 00:00:00
42008,42009,68344,Credit,95,Active,2015-11-25 00:00:00
42009,42010,35056,Credit,243,Active,2019-11-15 00:00:00
42010,42011,70327,Savings,247,Active,2015-10-19 00:00:00
42011,42012,58623,Savings,28,Active,2015-02-05 00:00:00
42012,42013,21775,Savings,79,Dormant,2022-02-05 00:00:00
42013,42014,92397,Cheque,241,Active,2022-01-05 00:00:00
42014,42015,8631,Business,176,Active,2017-05-20 00:00:00
42015,42016,44651,Credit,122,Active,2016-12-24 00:00:00
42016,42017,74067,Cheque,160,Dormant,2021-07-09 00:00:00
42017,42018,93050,Savings,32,Active,2025-09-29 00:00:00
42018,42019,76750,Cheque,130,Active,2018-06-11 00:00:00
42019,42020,47380,Cheque,65,Active,2017-05-16 00:00:00
42020,42021,28330,Savings,54,Active,2015-04-02 00:00:00
42021,42022,74838,Business,132,Active,2022-07-30 00:00:00
42022,42023,25730,Cheque,239,Active,2024-12-13 00:00:00
42023,42024,38540,Savings,57,Active,2015-10-09 00:00:00
42024,42025,65656,Credit,77,Active,2016-05-16 00:00:00
42025,42026,38781,Savings,106,Active,2020-06-30 00:00:00
42026,42027,77751,Cheque,42,Active,2020-01-11 00:00:00
42027,42028,46326,Savings,207,Active,2019-06-19 00:00:00
42028,42029,67020,Savings,111,Active,2018-02-25 00:00:00
42029,42030,72260,Credit,243,Active,2018-06-08 00:00:00
42030,42031,56005,Business,191,Active,2022-02-08 00:00:00
42031,42032,42121,Credit,140,Active,2019-08-07 00:00:00
42032,42033,14398,Cheque,136,Dormant,2019-10-15 00:00:00
42033,42034,65594,Savings,110,Active,2015-10-13 00:00:00
42034,42035,1452,Cheque,176,Closed,2021-09-07 00:00:00
42035,42036,7742,Savings,111,Active,2019-02-16 00:00:00
42036,42037,28192,Business,109,Dormant,2017-05-14 00:00:00
42037,42038,39156,Cheque,221,Active,2024-06-21 00:00:00
42038,42039,98508,Cheque,109,Closed,2022-05-24 00:00:00
42039,42040,45945,Business,193,Active,2023-01-20 00:00:00
42040,42041,65096,Savings,200,Active,2025-07-26 00:00:00
42041,42042,74448,Savings,63,Active,2023-01-30 00:00:00
42042,42043,14524,Cheque,233,Active,2016-12-29 00:00:00
42043,42044,98366,Credit,58,Dormant,2022-07-17 00:00:00
42044,42045,64626,Credit,82,Active,2023-10-19 00:00:00
42045,42046,18002,Savings,28,Active,2023-08-02 00:00:00
42046,42047,13375,Credit,10,Active,2020-12-08 00:00:00
42047,42048,56619,Savings,238,Active,2025-11-02 00:00:00
42048,42049,92710,Savings,241,Active,2015-08-25 00:00:00
42049,42050,30042,Savings,14,Active,2017-01-04 00:00:00
42050,42051,66782,Cheque,222,Active,2025-07-11 00:00:00
42051,42052,67336,Cheque,97,Active,2023-01-27 00:00:00
42052,42053,75866,Savings,94,Active,2019-11-04 00:00:00
42053,42054,56460,Credit,213,Active,2021-07-30 00:00:00
42054,42055,33706,Cheque,21,Active,2015-07-14 00:00:00
42056,42057,75564,Cheque,125,Active,2015-05-02 00:00:00
42057,42058,7881,Business,41,Active,2016-09-29 00:00:00
42058,42059,23175,Savings,123,Dormant,2017-05-24 00:00:00
42059,42060,48352,Savings,121,Active,2017-01-23 00:00:00
42060,42061,9068,Cheque,226,Active,2021-01-25 00:00:00
42061,42062,31936,Savings,13,Active,2021-07-12 00:00:00
42062,42063,77278,Business,61,Active,2017-02-21 00:00:00
42063,42064,55058,Savings,54,Active,2020-03-22 00:00:00
42064,42065,10031,Savings,43,Active,2016-03-25 00:00:00
42065,42066,41599,Savings,132,Active,2017-09-07 00:00:00
42066,42067,20821,Savings,147,Dormant,2017-12-27 00:00:00
42067,42068,89404,Savings,209,Active,2015-02-01 00:00:00
42068,42069,35459,Credit,61,Active,2016-05-09 00:00:00
42069,42070,43099,Cheque,120,Active,2020-02-29 00:00:00
42070,42071,71586,Savings,31,Active,2020-01-02 00:00:00
42071,42072,40641,Cheque,148,Active,2020-06-09 00:00:00
42072,42073,44855,Cheque,16,Closed,2019-12-23 00:00:00
42073,42074,74265,Savings,11,Active,2021-07-03 00:00:00
42074,42075,55363,Cheque,133,Open,2018-06-08 00:00:00
42075,42076,22723,Savings,97,Active,2022-08-16 00:00:00
42076,42077,64908,Cheque,95,Active,2021-02-18 00:00:00
42077,42078,66003,Savings,175,Active,2017-11-29 00:00:00
42078,42079,25764,Cheque,86,Active,2024-12-11 00:00:00
42079,42080,23790,Savings,189,Active,2024-10-04 00:00:00
42080,42081,83776,Savings,168,Active,2019-08-25 00:00:00
42081,42082,85685,Savings,104,Active,2023-09-07 00:00:00
42082,42083,89926,Savings,176,Active,2019-07-03 00:00:00
42083,42084,90634,Business,195,Active,2015-04-03 00:00:00
42084,42085,85890,Credit,8,Active,2023-10-31 00:00:00
42085,42086,55259,Cheque,53,Active,2015-02-20 00:00:00
42086,42087,44247,Business,207,Closed,2017-12-04 00:00:00
42087,42088,99161,Savings,77,Active,2016-02-15 00:00:00
42088,42089,12216,Cheque,15,Active,2022-09-28 00:00:00
42090,42091,54089,Cheque,124,Active,2021-05-20 00:00:00
42091,42092,48086,Cheque,92,Active,2020-07-14 00:00:00
42092,42093,99094,Savings,202,Active,2023-12-06 00:00:00
42093,42094,7700,Savings,143,Active,2015-10-14 00:00:00
42094,42095,96267,Savings,246,Active,2020-09-14 00:00:00
42095,42096,94017,Credit,85,Active,2023-05-26 00:00:00
42096,42097,18424,Cheque,238,Active,2024-11-29 00:00:00
42097,42098,12855,Cheque,213,Active,2015-03-02 00:00:00
42098,42099,6162,Savings,67,Active,2017-07-08 00:00:00
42099,42100,33354,Savings,205,Active,2018-01-03 00:00:00
42100,42101,16808,Savings,159,Dormant,2023-04-08 00:00:00
42101,42102,41994,Savings,4,Active,2015-03-05 00:00:00
42102,42103,85695,Savings,77,Active,2024-12-12 00:00:00
42103,42104,91079,Business,154,Active,2020-02-24 00:00:00
42104,42105,69799,Savings,37,Active,2018-06-05 00:00:00
42105,42106,63671,Cheque,209,Active,2019-09-25 00:00:00
42106,42107,1438,Cheque,2,Active,2015-12-30 00:00:00
42107,42108,90800,Cheque,198,Nan,2021-02-01 00:00:00
42108,42109,68056,Savings,122,Active,2025-11-12 00:00:00
42109,42110,63550,Savings,63,Active,2015-03-19 00:00:00
42110,42111,51974,Savings,202,Active,2025-12-31 00:00:00
42111,42112,68684,Savings,53,Active,2024-07-24 00:00:00
42112,42113,99825,Cheque,2,Active,2021-08-03 00:00:00
42113,42114,71770,Cheque,219,Dormant,2023-07-31 00:00:00
42114,42115,6116,Cheque,218,Active,2024-11-20 00:00:00
42115,42116,53420,Cheque,60,Active,2019-08-03 00:00:00
42116,42117,92133,Credit,168,Active,2023-06-29 00:00:00
42117,42118,33911,Savings,100,Active,2016-09-22 00:00:00
42118,42119,24396,Savings,86,Active,2020-03-12 00:00:00
42119,42120,37710,Cheque,128,Active,2019-10-19 00:00:00
42120,42121,98815,Savings,35,Active,2023-05-16 00:00:00
42121,42122,46842,Cheque,81,Active,2024-12-16 00:00:00
42122,42123,25945,Savings,237,Active,2018-08-22 00:00:00
42123,42124,78528,Credit,241,Active,2016-04-23 00:00:00
42124,42125,10633,Cheque,43,Closed,2024-09-10 00:00:00
42125,42126,34647,Cheque,152,Active,2022-08-12 00:00:00
42126,42127,46835,Savings,46,Active,2016-05-12 00:00:00
42127,42128,18648,Savings,247,Active,2019-05-29 00:00:00
42128,42129,79887,Savings,212,Dormant,2024-10-26 00:00:00
42129,42130,20753,Savings,171,Active,2020-11-09 00:00:00
42130,42131,70029,Business,33,Active,2015-01-20 00:00:00
42131,42132,62783,Savings,70,Active,2025-09-28 00:00:00
42132,42133,94596,Cheque,55,Active,2025-02-18 00:00:00
42133,42134,83641,Savings,165,Active,2018-01-16 00:00:00
42134,42135,12698,Cheque,185,Active,2025-09-29 00:00:00
42135,42136,98105,Business,207,Active,2025-02-24 00:00:00
42136,42137,51264,Savings,85,Active,2015-04-13 00:00:00
42137,42138,72008,Savings,117,Active,2020-06-06 00:00:00
42138,42139,2490,Cheque,39,Active,2018-05-05 00:00:00
42139,42140,97995,Credit,23,Active,2015-04-24 00:00:00
42140,42141,60482,Savings,146,Active,2020-03-22 00:00:00
42141,42142,36542,Savings,236,Active,2023-12-27 00:00:00
42142,42143,34932,Savings,193,Dormant,2019-10-23 00:00:00
42143,42144,35709,Credit,101,Active,2025-12-09 00:00:00
42144,42145,21131,Cheque,23,Active,2020-11-18 00:00:00
42145,42146,32173,Cheque,138,Active,2016-02-07 00:00:00
42146,42147,4641,Credit,183,Active,2018-03-21 00:00:00
42147,42148,26444,Savings,216,Active,2021-03-15 00:00:00
42148,42149,41907,Cheque,164,Active,2015-02-10 00:00:00
42149,42150,58604,Cheque,162,Dormant,2017-03-26 00:00:00
42150,42151,45010,Cheque,108,Active,2016-10-21 00:00:00
42151,42152,95557,Savings,48,Active,2024-06-03 00:00:00
42152,42153,64593,Business,39,Active,2021-03-30 00:00:00
42153,42154,59605,Savings,131,Active,2018-09-10 00:00:00
42154,42155,78962,Cheque,44,Active,2025-02-11 00:00:00
42155,42156,74141,Cheque,211,Active,2024-06-30 00:00:00
42156,42157,77295,Savings,49,Active,2023-01-03 00:00:00
42157,42158,91802,Cheque,191,Active,2019-06-16 00:00:00
42158,42159,14486,Cheque,28,Closed,2021-12-16 00:00:00
42159,42160,99892,Cheque,111,Active,2025-07-01 00:00:00
42160,42161,9864,Savings,59,Active,2019-10-21 00:00:00
42161,42162,34214,Cheque,222,Active,2017-01-22 00:00:00
42162,42163,70319,Cheque,34,Active,2018-06-22 00:00:00
42163,42164,39305,Cheque,126,Active,2024-11-06 00:00:00
42164,42165,69294,Cheque,237,Active,2024-03-04 00:00:00
42165,42166,4996,Cheque,195,Active,2016-12-27 00:00:00
42166,42167,53409,Business,39,Active,2016-12-14 00:00:00
42167,42168,76212,Savings,188,Active,2020-11-05 00:00:00
42168,42169,33629,Savings,35,Active,2020-06-26 00:00:00
42169,42170,34755,Cheque,90,Active,2018-11-05 00:00:00
42170,42171,49422,Cheque,229,Active,2016-09-19 00:00:00
42171,42172,25305,Cheque,117,Active,2025-08-21 00:00:00
42172,42173,32920,Savings,62,Active,2022-07-19 00:00:00
42173,42174,62064,Savings,7,Active,2018-09-27 00:00:00
42174,42175,88281,Savings,12,Active,2025-06-08 00:00:00
42175,42176,5213,Cheque,146,Active,2023-09-25 00:00:00
42176,42177,68216,Savings,194,Dormant,2015-01-23 00:00:00
42177,42178,5484,Savings,17,Dormant,2017-06-25 00:00:00
42178,42179,34108,Credit,218,Active,2015-10-05 00:00:00
42179,42180,26914,Business,242,Active,2015-02-05 00:00:00
42180,42181,17972,Savings,84,Active,2019-11-13 00:00:00
42181,42182,5218,Cheque,52,Dormant,2018-10-11 00:00:00
42182,42183,93425,Cheque,52,Active,2015-09-25 00:00:00
42183,42184,11726,Cheque,125,Active,2024-08-10 00:00:00
42184,42185,75423,Cheque,181,Active,2020-11-10 00:00:00
42185,42186,28426,Business,11,Active,2015-06-05 00:00:00
42186,42187,26247,Savings,131,Active,2021-11-05 00:00:00
42187,42188,51779,Cheque,127,Active,2024-02-23 00:00:00
42188,42189,95719,Credit,205,Active,2025-12-22 00:00:00
42189,42190,65665,Savings,10,Active,2024-04-25 00:00:00
42190,42191,31375,Savings,98,Active,2015-01-19 00:00:00
42191,42192,95055,Cheque,66,Active,2022-01-28 00:00:00
42192,42193,98262,Savings,160,Active,2017-03-12 00:00:00
42193,42194,99398,Cheque,139,Active,2021-12-23 00:00:00
42194,42195,81593,Savings,249,Active,2025-11-20 00:00:00
42195,42196,71531,Savings,215,Active,2022-10-08 00:00:00
42196,42197,97814,Savings,63,Active,2018-09-19 00:00:00
42197,42198,29889,Business,36,Active,2019-05-27 00:00:00
42198,42199,2171,Cheque,136,Active,2016-05-26 00:00:00
42200,42201,73998,Savings,217,Active,2015-02-12 00:00:00
42201,42202,75324,Cheque,74,Active,2022-01-23 00:00:00
42202,42203,53960,Savings,191,Active,2024-08-16 00:00:00
42203,42204,84169,Savings,77,Active,2025-09-04 00:00:00
42204,42205,66658,Savings,168,Active,2024-06-15 00:00:00
42205,42206,16115,Credit,213,Active,2024-02-24 00:00:00
42206,42207,86200,Cheque,126,Active,2025-02-14 00:00:00
42207,42208,40966,Cheque,35,Active,2018-09-23 00:00:00
42208,42209,10489,Cheque,122,Dormant,2017-02-14 00:00:00
42209,42210,85647,Savings,219,Active,2015-10-06 00:00:00
42210,42211,97166,Cheque,163,Dormant,2019-07-25 00:00:00
42211,42212,43677,Cheque,159,Active,2015-10-25 00:00:00
42212,42213,60453,Savings,225,Dormant,2019-01-01 00:00:00
42213,42214,46004,Savings,216,Active,2023-01-15 00:00:00
42214,42215,5214,Credit,18,Active,2024-04-25 00:00:00
42215,42216,6399,Cheque,52,Active,2020-06-14 00:00:00
42216,42217,88533,Cheque,2,Dormant,2022-12-28 00:00:00
42217,42218,91104,Cheque,242,Active,2019-01-03 00:00:00
42218,42219,82659,Business,234,Active,2015-12-26 00:00:00
42219,42220,23297,Savings,37,Active,2015-11-06 00:00:00
42220,42221,54149,Cheque,148,Active,2019-08-25 00:00:00
42221,42222,88093,Savings,22,Active,2016-06-10 00:00:00
42222,42223,66252,Savings,125,Active,2024-10-30 00:00:00
42223,42224,90271,Savings,3,Active,2024-12-03 00:00:00
42224,42225,27605,Cheque,33,Active,2015-05-16 00:00:00
42225,42226,30005,Cheque,74,Active,2019-09-24 00:00:00
42226,42227,99461,Cheque,131,Active,2017-11-11 00:00:00
42227,42228,53798,Business,227,Active,2019-05-11 00:00:00
42228,42229,31106,Savings,197,Closed,2017-11-25 00:00:00
42229,42230,74164,Cheque,91,Active,2019-06-15 00:00:00
42230,42231,29581,Cheque,112,Active,2019-04-09 00:00:00
42231,42232,3540,Cheque,158,Active,2023-08-28 00:00:00
42232,42233,8385,Cheque,206,Active,2016-10-17 00:00:00
42233,42234,89636,Cheque,183,Active,2020-03-04 00:00:00
42234,42235,56142,Business,66,Active,2015-02-10 00:00:00
42235,42236,73016,Savings,102,Active,2022-04-19 00:00:00
42236,42237,38874,Business,24,Active,2016-11-06 00:00:00
42237,42238,23997,Credit,222,Active,2018-06-25 00:00:00
42238,42239,566,Savings,56,Active,2020-11-18 00:00:00
42239,42240,14284,Savings,59,Active,2020-11-03 00:00:00
42240,42241,51202,Cheque,45,Active,2020-02-02 00:00:00
42241,42242,20465,Cheque,5,Active,2021-05-12 00:00:00
42242,42243,21070,Cheque,132,Active,2021-02-17 00:00:00
42243,42244,53364,Savings,117,Active,2015-04-30 00:00:00
42244,42245,80569,Savings,163,Active,2017-10-14 00:00:00
42245,42246,22564,Savings,102,Active,2022-09-29 00:00:00
42246,42247,17129,Cheque,137,Closed,2015-06-02 00:00:00
42247,42248,70384,Cheque,178,Closed,2023-01-23 00:00:00
42248,42249,70388,Cheque,31,Active,2021-02-12 00:00:00
